Property Name,Review Rating,Review Title,ReviewText,Location Of The Reviewer,Date Of Review
Corinthia Hotel London,5,<U+041B><U+0443><U+0447><U+0448><U+0438><U+0439> <U+0438><U+0437> <U+043B><U+0443><U+0447><U+0448><U+0438><U+0445>,"<U+0423><U+0440><U+043E><U+0432><U+0435><U+043D><U+044C> <U+043E><U+0431><U+0441><U+043B><U+0443><U+0436><U+0438><U+0432><U+0430><U+043D><U+0438><U+044F> <U+043E><U+0447><U+0435><U+043D><U+044C> <U+0432><U+044B><U+0441><U+043E><U+043A><U+0438><U+0439>. | <U+041D><U+043E><U+043C><U+0435><U+0440><U+0430> <U+0432><U+044B><U+0448><U+0435> <U+0432><U+0441><U+044F><U+043A><U+0438><U+0445> <U+043F><U+043E><U+0445><U+0432><U+0430><U+043B>. <U+0421><U+0442><U+0430><U+043D><U+0434><U+0430><U+0440><U+0442><U+043D><U+044B><U+0439> <U+043D><U+043E><U+043C><U+0435><U+0440> <U+0445><U+043E><U+0442><U+044F> <U+0438> <U+043D><U+0435> <U+0431><U+043E><U+043B><U+044C><U+0448><U+043E><U+0439> <U+043F><U+043E> <U+043F><U+043B><U+043E><U+0449><U+0430><U+0434><U+0438>, <U+043D><U+043E> <U+0432> <U+043D><U+0435><U+043C> <U+0432><U+0435><U+043B><U+0438><U+043A><U+043E><U+043B><U+0435><U+043F><U+043D><U+043E> <U+043E><U+0440><U+0433><U+0430><U+043D><U+0438><U+0437><U+043E><U+0432><U+0430><U+043D><U+043E> <U+043F><U+0440><U+043E><U+0441><U+0442><U+0440><U+0430><U+043D><U+0441><U+0442><U+0432><U+043E>. <U+0412> <U+043A><U+043E><U+043C><U+043D><U+0430><U+0442><U+0435> <U+0431><U+043E><U+043B><U+044C><U+0448><U+0430><U+044F> <U+043A><U+0440><U+043E><U+0432><U+0430><U+0442><U+044C>, <U+0436><U+0443><U+0440><U+043D><U+0430><U+043B><U+044C><U+043D><U+044B><U+0439> <U+0441><U+0442><U+043E><U+043B> <U+0438> 2 <U+043A><U+0440><U+0435><U+0441><U+043B><U+0430>. <U+0412> <U+0432><U+0430><U+043D><U+043D><U+043E><U+0439> <U+043A><U+043E><U+043C><U+043D><U+0430><U+0442><U+0435>: <U+043F><U+0440><U+043E><U+0441><U+0442><U+043E><U+0440><U+043D><U+0430><U+044F> <U+0434><U+0443><U+0448><U+0435><U+0432><U+0430><U+044F> <U+0441> <U+0442><U+0440><U+043E><U+043F><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+043C> <U+0434><U+0443><U+0448><U+0435><U+043C>, <U+0432><U+0430><U+043D><U+043D><U+0430> <U+0441> <U+0442><U+0435><U+043B><U+0435><U+0432><U+0438><U+0437><U+043E><U+0440><U+043E><U+043C>. <U+0413><U+043B><U+0430><U+0434><U+0438><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0434><U+043E><U+0441><U+043A><U+0430> <U+0438> <U+0443><U+0442><U+044E><U+0433> <U+0431><U+044B><U+043B><U+0438> <U+043F><U+0440><U+0435><U+0434><U+043E><U+0441><U+0442><U+0430><U+0432><U+0435><U+043B><U+0435><U+043D><U+044B> <U+043F><U+043E> <U+0437><U+0430><U+043F><U+0440><U+043E><U+0441><U+0443> <U+043D><U+0435><U+043C><U+0435><U+0434><U+043B><U+0435><U+043D><U+043D><U+043E>. | <U+0423><U+0431><U+043E><U+0440><U+043A><U+0430> <U+043D><U+043E><U+043C><U+0435><U+0440><U+0430> <U+0434><U+0432><U+0430><U+0436><U+0434><U+044B> <U+0432> <U+0434><U+0435><U+043D><U+044C>. | <U+041C><U+0435><U+0441><U+0442><U+043E><U+043F><U+043E><U+043B><U+043E><U+0436><U+0435><U+043D><U+0438><U+0435> <U+0438><U+0434><U+0435><U+0430><U+043B><U+044C><U+043D><U+043E>: <U+0434><U+043E> <U+0431><U+043B><U+0438><U+0436><U+0430><U+0439><U+0448><U+0435><U+0439> <U+0441><U+0442><U+0430><U+043D><U+0446><U+0438><U+0438> <U+043C><U+0435><U+0442><U+0440><U+043E> - 1 <U+043C><U+0438><U+043D><U+0443><U+0442><U+0430> <U+043F><U+0435><U+0448><U+043A><U+043E><U+043C>, <U+0434><U+043E> <U+0412><U+0435><U+0441><U+0442><U+043C><U+0438><U+043D><U+0441><U+0442><U+0435><U+0440><U+0441><U+043A><U+043E><U+0433><U+043E> <U+0430><U+0431><U+0431><U+0430><U+0442><U+0441><U+0442><U+0432><U+0430> 10 <U+043C><U+0438><U+043D>. | <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+043B><U+0435><U+043F><U+043D><U+043E><U+0435> <U+0441><U+043F><U+0430> <U+0432> <U+043A><U+043E><U+0442><U+043E><U+0440><U+043E><U+043C> <U+043E><U+0447><U+0435><U+043D><U+044C> <U+043F><U+0440><U+0438><U+044F><U+0442><U+043D><U+043E> <U+043E><U+0442><U+0434><U+043E><U+0445><U+043D><U+0443><U+0442><U+044C> <U+0432> <U+043A><U+043E><U+043D><U+0446><U+0435> <U+0434><U+043D><U+044F>. | <U+0418> <U+0434><U+0430><U+0436><U+0435> <U+0432><U+044B><U+0441><U+043E><U+043A><U+0430><U+044F> <U+0441><U+0442><U+043E><U+0438><U+043C><U+043E><U+0441><U+0442><U+0438> <U+043D><U+043E><U+043C><U+0435><U+0440><U+0430> <U+0441><U+0435><U+0431><U+044F> <U+043F><U+043E><U+043B><U+043D><U+043E><U+0441><U+0442><U+044C><U+044E> <U+043E><U+043F><U+0440><U+0430><U+0432><U+0434><U+044B><U+0432><U+0430><U+0435><U+0442>.",Zurich,2/17/2016
"Bulgari Hotel, London",5,Viagem férias em Londres,"Estivemos 4 noites no Bulgari de Londres e foi fantástico. | As acomodações são fantásticas, todas num padrão que se espera de algo com a insígnia da marca. | O atendimento foi impecável do início ao fim. | O hotel é muito bem localizado o que nos proporcionou muitos passeios a pé. | A estrutura de piscina, sauna e academia são ótimas com destaque para a piscina que possui uma área de água mais quente e com hidromassagem. | Votarei com certeza.",NA,8/21/2016
"Mandarin Oriental Hyde Park, London",5,Magnifique!,"My surprise for Mother's Day was afternoon tea at The Mandarin Oriental in the beautiful Roseberry Lounge. From the moment we entered the hotel the welcome and service were first class - nothing was too much trouble. | The choice of teas and beverages was extensive. The pink champagne was delicious! | The sandwiches and scones were very good, but the pastries were a work of art, so dainty and absolutely superb.","Maidstone, United Kingdom",4/2/2017
Rhodes Hotel,5,Value for money!,"It is an old fashioned but very charming hotel in one of the best areas in central London. | My single room was really small but very confortable;as well as the bathroom.When I made the reservation I asked for a room in the main building;they confirmed it immediately.The only problem was that my room was on 4th floor,and there is no elevator.I can't complain,as it was my choice.When I checked in(earlier than usual) Mr.Stefano in the reception got my luggage up to the 4th floor;and when I left a Lady (I am sorry,I don't know her name) brought down my heavy suitcase. Breakfast was delicious and the ladies in breakfast room,which is small but I never waited to sit,are very kind.Everybody working in Rhodes Hotel is very helpful and polite. Lancaster Gate tube station is less than 300 meters away,and Lancaster Gate bus stop is 250 meters (you can get the buses to Piccadilly Circus,to Victoria,Buckingham Palace,Westminster etc).Paddington station also,is very close to the hotel.Somemore things,I have never seen in other hotels:three days before I got there,they sent an email;I didn't have to reconfirm my reservation.Two days after I returned they sent a -thank you email-.The owner,the people working there,have made a book providing any information about London;you can find it in every room. I stayed in this hotel for four nights;I wish I could stay more! I STRONGLY RECOMMEND IT!",Athens,12/7/2016
"Mandarin Oriental Hyde Park, London",5,<U+512A><U+96C5><U+306A><U+6642><U+9593><U+304C><U+904E><U+3054><U+305B><U+308B><U+30E9><U+30B0><U+30B8><U+30E5><U+30A2><U+30EA><U+30FC><U+30DB><U+30C6><U+30EB>,<U+5148><U+6708><U+3001><U+304A><U+98DF><U+4E8B><U+3067><U+8A2A><U+308C><U+307E><U+3057><U+305F><U+304C><U+3001><U+5BBF><U+6CCA><U+3057><U+305F><U+306E><U+306F>1<U+5E74><U+307B><U+3069><U+524D><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002> | <U+4E00><U+969B><U+76EE><U+7ACB><U+3064><U+30F4><U+30A3><U+30AF><U+30C8><U+30EA><U+30A2><U+69D8><U+5F0F><U+306E><U+5BAE><U+6BBF><U+306E><U+3088><U+3046><U+306A><U+5916><U+89B3><U+3067><U+3001><U+30CF><U+30ED><U+30C3><U+30BA><U+30C7><U+30D1><U+30FC><U+30C8><U+7B49><U+306B><U+3082><U+8FD1><U+3044><U+306E><U+3067><U+3068><U+3066><U+3082><U+4FBF><U+5229><U+3067><U+3059><U+3002> | <U+30B8><U+30E5><U+30CB><U+30A2><U+30B9><U+30A4><U+30FC><U+30C8><U+306B><U+30B9><U+30C6><U+30A4><U+3057><U+307E><U+3057><U+305F><U+304C><U+3001><U+3086><U+3063><U+305F><U+308A><U+30BD><U+30D5><U+30A1><U+30FC><U+30DA><U+30FC><U+30B9><U+3082><U+3042><U+308A><U+3001><U+30C6><U+30FC><U+30D6><U+30EB><U+3082><U+5E83><U+3044><U+306E><U+3067><U+3001><U+304A><U+90E8><U+5C4B><U+3067><U+30A2><U+30D5><U+30BF><U+30CC><U+30FC><U+30F3><U+30C6><U+30A3><U+30FC><U+3082><U+697D><U+3057><U+3081><U+307E><U+3057><U+305F><U+3002> | <U+30CA><U+30A4><U+30C4><U+30D6><U+30EA><U+30C3><U+30B8><U+306E><U+30B9><U+30C8><U+30EA><U+30FC><U+30C8><U+30D3><U+30E5><U+30FC><U+30EB><U+30FC><U+30E0><U+3067><U+3057><U+305F><U+306E><U+3067><U+3001><U+83EF><U+3084><U+304B><U+306A><U+8857><U+4E26><U+307F><U+3092><U+773A><U+3081><U+308B><U+3053><U+3068><U+304C><U+3067><U+304D><U+3001><U+512A><U+96C5><U+306A><U+6642><U+9593><U+3092><U+904E><U+3054><U+3059><U+3053><U+3068><U+304C><U+3067><U+304D><U+3001><U+307E><U+305F><U+8A2A><U+308C><U+305F><U+3044><U+3068><U+601D><U+3063><U+3066><U+3044><U+307E><U+3059><U+3002>,"Aichi Prefecture, Japan",11/20/2015
Corinthia Hotel London,5,In one word,"WOW! | Normally I am a man of many words but this one word will suffice. The rooms,service,brunch and Massimo's all without fault. Room was ready early. Bed was supper comfortable and compared to many hotels in London the room was HUGE! I was in the UK for a Tank Regiment Parade and I forgot that right out the door in Whitehall was the statue in honour of those who have served their country in peace and war from The RTR! | I normally stay at either Duke's or The Connaught but will try to make this hotel my landing pad of choice | Do yourself a favour.",Toronto,8/21/2014
The Dorchester,5,Very posh afternoon tea,"I went to the Dorchester with my Auntie and Uncle to have afternoon tea. Lovely cakes, tea, sandwiches and more. Friendly service and lovely decorations. Would go here again and loved receiving a birthday cake as they asked if there was an occasion. I was able to bring home a bag of the leftover cakes to enjoy later!","Essex, United Kingdom",2/22/2017
Corinthia Hotel London,5,"Fantastic hotel, lovely spa","This hotel has got it just right. From the rooms - comfortable with easy to use lighting etc - to the staff - friendly, helpful and welcoming. Afternoon tea is a must and the breakfast is definitely worth having. The spa and pool are absolutely gorgeous, do not miss out on trying them. This is my favourite London hotel, absolutely fabulous!",UK,7/16/2013
Rhodes Hotel,4,Buen hotel para pasar unos días en Londres,"El hotel está situado en un barrio tranquilo. Se encuentra a dos minutos andando de Hyde Park y de la estación de metro Lancaster Gate. Cuanta también con parada de bus cercana (delante del metro), por lo que está muy bien comunicado. La habitación era grande y estaba limpia. El desayuno no tenia mucha variedad pero era correcto.","Barcelona, España",11/17/2015
The Dorchester,5,Quality and good service,"We stayed 4 days in a great room. Excellent sevice and very friendly people, Very expensive but worth the money. We left for our trip back to Norway and checked in at Heathrow. In security I discovered that my PC was left behind at the hotel! I called the concierge and - to my great relief - they found the PC and came driving to Heathrow and gave back my PC to me! Quick and friendly! And no talk of extra payment! My PC is an important tool for work, so that really made the day! Thank you very much!",Norway,7/29/2018
Mondrian London at Sea Containers,5,Lovely hotel with gorgeous rooms,"The Mondrian feels a bit like the W, it's very well-appointed, with neat little touches everywhere. Nice minibar, bluetooth connectivity for your phone to the tv, and advanced lighting controls throughout the room. The room was actually far more spacious than it appeared online, and the design was thoughtful, including lots of storage space throughout. The bathroom was modern and sleek, bedding was super soft, and the shower was fantastic, although the strange lack of a door and non-sloping floor meant the floor was always flooded. | The hotel itself is beautiful, from the check-in counter to the restaurants and bars. Staff was friendly. It's a 6 min walk to the tube or a few minutes walk to the waterfront where there are tons of restaurants. Overall I truly felt like I was staying in a 5 star hotel. Would not hesitate to stay again, though I would recommend holding out for a special rate because the regular prices are far too high.","Foster City, California",9/7/2016
